Date,Open,Buy,Sell,Total
2012/08/14,0,0,-43000,-43000
2012/08/15,0,126098,-163000,-36902
2012/08/16,0,0,-54000,-54000
2012/08/17,0,7000,-166840,-159840
2012/08/20,0,2000,-183000,-181000
2012/08/21,0,0,-31000,-31000
2012/08/22,0,0,-262000,-262000
2012/08/23,0,1000,-43000,-42000
2012/08/24,0,0,0,0
2012/08/27,0,1000,-1000,0
2012/08/28,0,0,0,0
2012/08/29,0,0,-245000,-245000
2012/08/30,0,15000,-185000,-170000
2012/08/31,0,8000,-1106000,-1098000
2012/09/03,0,0,-202000,-202000
2012/09/04,0,0,-111000,-111000
2012/09/05,0,0,-306000,-306000
2012/09/06,0,57000,0,57000
2012/09/07,0,2000,-1000,1000
2012/09/10,0,0,-70000,-70000
2012/09/11,0,0,-10000,-10000
2012/09/12,0,22000,-4000,18000
2012/09/13,0,1000,-66000,-65000
2012/09/14,0,150000,-26000,124000
2012/09/17,0,1000,-289000,-288000
2012/09/18,0,20000,-72000,-52000
2012/09/19,0,0,-302000,-302000
2012/09/20,0,0,-561000,-561000
2012/09/21,0,1000,-711000,-710000
2012/09/24,0,1000,-515000,-514000
2012/09/25,0,0,-598000,-598000
2012/09/26,0,0,-447000,-447000
2012/09/27,0,0,-464185,-464185
2012/09/28,0,1000,-200000,-199000
2012/10/01,0,1000,-200000,-199000
2012/10/02,0,0,-100000,-100000
2012/10/03,0,199000,-86000,113000
2012/10/04,0,0,-88000,-88000
2012/10/05,0,0,-265000,-265000
2012/10/08,0,0,0,0
2012/10/09,0,0,0,0
2012/10/10,0,0,0,0
2012/10/11,0,0,0,0
2012/10/12,0,1000,-186000,-185000
2012/10/15,0,0,0,0
2012/10/16,0,0,-268000,-268000
2012/10/17,0,2000,0,2000
2012/10/18,0,7000,-473000,-466000
2012/10/19,0,0,-400000,-400000
2012/10/22,0,0,0,0
2012/10/23,0,5000,0,5000
2012/10/24,0,0,-199000,-199000
2012/10/25,0,0,-20000,-20000
2012/10/26,0,5000,-90000,-85000
2012/10/29,0,8658,0,8658
2012/10/30,0,0,0,0
2012/10/31,0,0,-17000,-17000
2012/11/01,0,0,-503000,-503000
2012/11/02,0,2000,-3000,-1000
2012/11/05,0,0,0,0
2012/11/06,0,0,0,0
2012/11/07,0,0,-21000,-21000
2012/11/08,0,0,0,0
2012/11/09,0,0,-10000,-10000
2012/11/12,0,0,-10000,-10000
2012/11/13,0,0,-10000,-10000
2012/11/14,0,0,-15000,-15000
2012/11/15,0,0,-10000,-10000
2012/11/16,0,158000,0,158000
2012/11/19,0,0,-274000,-274000
2012/11/20,0,70000,0,70000
2012/11/21,0,68000,0,68000
2012/11/22,0,0,0,0
2012/11/23,0,0,0,0
2012/11/26,0,0,0,0
2012/11/27,0,0,-80000,-80000
2012/11/28,0,11000,0,11000
2012/11/29,0,345000,0,345000
2012/11/30,0,0,-1000,-1000
2012/12/03,0,423000,0,423000
2012/12/04,0,1501000,-33000,1468000
2012/12/05,0,680000,-31000,649000
2012/12/06,0,300000,0,300000
2012/12/07,0,40000,-21000,19000
2012/12/10,0,626000,-11000,615000
2012/12/11,0,150000,0,150000
2012/12/12,0,330000,-10000,320000
2012/12/13,0,100000,-10000,90000
2012/12/14,0,0,-82000,-82000
2012/12/17,0,150000,-533000,-383000
2012/12/18,0,70000,0,70000
2012/12/19,0,160000,0,160000
2012/12/20,0,118000,-5200,112800
2012/12/21,0,210000,-15000,195000
2012/12/24,0,0,0,0
2012/12/25,0,0,-70000,-70000
2012/12/26,0,175000,0,175000
2012/12/27,0,80000,0,80000
2012/12/28,0,0,-54000,-54000
2012/12/31,0,0,0,0
2013/01/01,0,0,0,0
2013/01/02,0,0,-890000,-890000
2013/01/03,0,0,-2000,-2000
2013/01/04,0,0,-6000,-6000
2013/01/07,0,0,-17000,-17000
2013/01/08,0,0,-517000,-517000
2013/01/09,0,97000,-1103000,-1006000
2013/01/10,0,111000,0,111000
2013/01/11,0,281000,-3808,277192
2013/01/14,0,704000,0,704000
2013/01/15,0,3575000,-2000,3573000
2013/01/16,0,122000,-37000,85000
2013/01/17,0,1168000,-111086,1056914
2013/01/18,0,109000,-100000,9000
2013/01/21,0,0,-10000,-10000
2013/01/22,0,109000,-191000,-82000
2013/01/23,0,120000,-1000,119000
2013/01/24,0,1000,-4000,-3000
2013/01/25,0,35000,-90000,-55000
2013/01/28,0,0,-40000,-40000
2013/01/29,0,0,-71000,-71000
2013/01/30,0,0,-29000,-29000
2013/01/31,0,248000,-10000,238000
2013/02/01,0,60000,-430000,-370000
2013/02/04,0,321000,-145000,176000
2013/02/05,0,647000,-186000,461000
2013/02/06,0,8000,-116000,-108000
2013/02/07,0,0,0,0
2013/02/08,0,0,0,0
2013/02/11,0,0,0,0
2013/02/12,0,0,0,0
2013/02/13,0,0,0,0
2013/02/14,0,0,0,0
2013/02/15,0,0,0,0
2013/02/18,0,30000,-18000,12000
2013/02/19,0,34000,-445000,-411000
2013/02/20,0,0,-1565000,-1565000
2013/02/21,0,0,-1545000,-1545000
2013/02/22,0,0,-10000,-10000
2013/02/25,0,0,0,0
2013/02/26,0,0,-516000,-516000
2013/02/27,0,0,-440000,-440000
2013/02/28,0,0,0,0
2013/03/01,0,0,0,0
2013/03/04,0,0,0,0
2013/03/05,0,204000,0,204000
2013/03/06,0,0,0,0
2013/03/07,0,75000,-180000,-105000
2013/03/08,0,0,-16000,-16000
2013/03/11,0,0,-49000,-49000
2013/03/12,0,0,-157000,-157000
2013/03/13,0,0,-2000,-2000
2013/03/14,0,36000,-202000,-166000
2013/03/15,0,0,-1039000,-1039000
2013/03/18,0,14000,-238000,-224000
2013/03/19,0,0,-466000,-466000
2013/03/20,0,0,0,0
2013/03/21,0,0,0,0
2013/03/22,0,0,-1000,-1000
2013/03/25,0,0,0,0
2013/03/26,0,0,-100000,-100000
2013/03/27,0,0,-679000,-679000
2013/03/28,0,0,-2115000,-2115000
2013/03/29,0,6000,-117000,-111000
2013/04/01,0,0,-1000,-1000
2013/04/02,0,0,-56000,-56000
2013/04/03,0,0,-105000,-105000
2013/04/04,0,0,0,0
2013/04/05,0,0,0,0
2013/04/08,0,28000,-11000,17000
2013/04/09,0,10000,-22000,-12000
2013/04/10,0,77000,-291000,-214000
2013/04/11,0,0,0,0
2013/04/12,0,0,-503000,-503000
2013/04/15,0,10000,-1000,9000
2013/04/16,0,0,0,0
2013/04/17,0,35000,-211000,-176000
2013/04/18,0,0,-172747,-172747
2013/04/19,0,4443,0,4443
2013/04/22,0,50000,-62969,-12969
2013/04/23,0,0,-4000,-4000
2013/04/24,0,0,-1000,-1000
2013/04/25,0,0,-2000,-2000
2013/04/26,0,0,-177000,-177000
2013/04/29,0,0,-1000,-1000
2013/04/30,0,0,-670000,-670000
2013/05/01,0,0,0,0
2013/05/02,0,0,0,0
2013/05/03,0,0,-297000,-297000
2013/05/06,0,0,-2000,-2000
2013/05/07,0,0,0,0
2013/05/08,0,0,0,0
2013/05/09,0,0,-3000,-3000
2013/05/10,0,0,-23000,-23000
2013/05/13,0,0,-4000,-4000
2013/05/14,0,0,-11000,-11000
2013/05/15,0,0,0,0
2013/05/16,0,0,0,0
2013/05/17,0,0,-426000,-426000
2013/05/20,0,0,-132000,-132000
2013/05/21,0,0,0,0
2013/05/22,0,0,-7000,-7000
2013/05/23,0,0,-101000,-101000
2013/05/24,0,1000,-2000,-1000
2013/05/27,0,0,-1000,-1000
2013/05/28,0,0,0,0
2013/05/29,0,0,0,0
2013/05/30,0,36000,-63000,-27000
2013/05/31,0,2000,0,2000
2013/06/03,0,0,0,0
2013/06/04,0,0,0,0
2013/06/05,0,0,0,0
2013/06/06,0,0,0,0
2013/06/07,0,0,0,0
2013/06/10,0,0,0,0
2013/06/11,0,0,-17000,-17000
2013/06/12,0,0,0,0
2013/06/13,0,0,-17000,-17000
2013/06/14,0,0,0,0
2013/06/17,0,0,0,0
2013/06/18,0,0,-1000,-1000
2013/06/19,0,0,-900000,-900000
2013/06/20,0,24000,-1165000,-1141000
2013/06/21,0,237000,-7129998,-6892998
2013/06/24,0,62000,-251512,-189512
2013/06/25,0,24000,0,24000
2013/06/26,0,0,-74539,-74539
2013/06/27,0,0,0,0
2013/06/28,0,1000,0,1000
2013/07/01,0,0,-2000,-2000
2013/07/02,0,0,-34000,-34000
2013/07/03,0,0,0,0
2013/07/04,0,145000,0,145000
2013/07/05,0,0,-48000,-48000
2013/07/08,0,0,0,0
2013/07/09,0,0,0,0
2013/07/10,0,0,0,0
2013/07/11,0,0,-819,-819
2013/07/12,0,250000,-3000,247000
2013/07/15,0,26000,0,26000
2013/07/16,0,0,0,0
2013/07/17,0,105000,0,105000
2013/07/18,0,418000,0,418000
2013/07/19,0,194000,0,194000
2013/07/22,0,884000,0,884000
2013/07/23,0,553000,0,553000
2013/07/24,0,330000,0,330000
2013/07/25,0,120000,0,120000
2013/07/26,0,0,0,0
2013/07/29,0,15000,0,15000
2013/07/30,0,103000,0,103000
2013/07/31,0,1000,0,1000
2013/08/01,0,0,0,0
2013/08/02,0,50000,0,50000
2013/08/05,0,224000,-4000,220000
2013/08/06,0,1635000,0,1635000
2013/08/07,0,1070000,0,1070000
2013/08/08,0,1218000,0,1218000
2013/08/09,0,408000,0,408000
2013/08/12,0,577000,0,577000
2013/08/13,0,248000,0,248000
2013/08/14,0,47000,0,47000
2013/08/15,0,1246000,-1000,1245000
2013/08/16,0,1990000,0,1990000
2013/08/19,0,557000,0,557000
2013/08/20,0,996000,0,996000
2013/08/21,0,0,0,0
2013/08/22,0,398000,0,398000
2013/08/23,0,104000,0,104000
2013/08/26,0,66000,0,66000
2013/08/27,0,220000,-83000,137000
2013/08/28,0,264000,-25000,239000
2013/08/29,0,120000,0,120000
2013/08/30,0,205000,0,205000
2013/09/02,0,116000,0,116000
2013/09/03,0,1086000,-228217,857783
2013/09/04,0,0,0,0
2013/09/05,0,300000,-2000,298000
2013/09/06,0,1135000,-115000,1020000
2013/09/09,0,0,-212000,-212000
2013/09/10,0,1000,-38000,-37000
2013/09/11,0,519000,-32000,487000
2013/09/12,0,100000,-31000,69000
2013/09/13,0,10000,-50000,-40000
2013/09/16,0,96000,-30000,66000
2013/09/17,0,50000,-30000,20000
2013/09/18,0,47000,-321000,-274000
2013/09/19,0,0,0,0
2013/09/20,0,0,0,0
2013/09/23,0,0,-527000,-527000
2013/09/24,0,0,-671000,-671000
2013/09/25,0,0,0,0
2013/09/26,0,1000,-906000,-905000
2013/09/27,0,350000,-115000,235000
2013/09/30,0,1000,-1000,0
2013/10/01,0,43000,0,43000
2013/10/02,0,250000,-165000,85000
2013/10/03,0,144000,-700000,-556000
2013/10/04,0,193000,-208000,-15000
2013/10/07,0,0,-556000,-556000
2013/10/08,0,0,-200000,-200000
2013/10/09,0,277000,0,277000
2013/10/10,0,0,0,0
2013/10/11,0,551000,-500000,51000
2013/10/14,0,338000,-235000,103000
2013/10/15,0,1092000,0,1092000
2013/10/16,0,301000,0,301000
2013/10/17,0,0,0,0
2013/10/18,0,77000,0,77000
2013/10/21,0,0,-200000,-200000
2013/10/22,0,236000,-5000,231000
2013/10/23,0,563000,0,563000
2013/10/24,0,50000,0,50000
2013/10/25,0,80000,0,80000
2013/10/28,0,0,0,0
2013/10/29,0,0,0,0
2013/10/30,0,40000,-130000,-90000
2013/10/31,0,21000,-20000,1000
2013/11/01,0,120000,-2000,118000
2013/11/04,0,31000,-112000,-81000
2013/11/05,0,67000,-185000,-118000
2013/11/06,0,0,-350000,-350000
2013/11/07,0,0,0,0
2013/11/08,0,0,-300000,-300000
2013/11/11,0,79000,0,79000
2013/11/12,0,0,-200000,-200000
2013/11/13,0,0,-180000,-180000
2013/11/14,0,15000,0,15000
2013/11/15,0,18000,-2000,16000
2013/11/18,0,68000,-235000,-167000
2013/11/19,0,0,0,0
2013/11/20,0,217000,-165000,52000
2013/11/21,0,12000,-55000,-43000
2013/11/22,0,1000,0,1000
2013/11/25,0,1229,0,1229
2013/11/26,0,50000,-550000,-500000
2013/11/27,0,0,0,0
2013/11/28,0,0,0,0
2013/11/29,0,0,-450000,-450000
2013/12/02,0,0,0,0
2013/12/03,0,0,-128000,-128000
2013/12/04,0,0,-150000,-150000
2013/12/05,0,0,-168000,-168000
2013/12/06,0,150000,0,150000
2013/12/09,0,0,0,0
2013/12/10,0,345000,-160000,185000
2013/12/11,0,155000,-108000,47000
2013/12/12,0,268000,0,268000
2013/12/13,0,270000,-814000,-544000
2013/12/16,0,171000,-180000,-9000
2013/12/17,0,326000,-1000,325000
2013/12/18,0,178000,0,178000
2013/12/19,0,80000,0,80000
2013/12/20,0,0,-10000,-10000
2013/12/23,0,300000,-46000,254000
2013/12/24,0,370000,-4000,366000
2013/12/25,0,0,-4000,-4000
2013/12/26,0,100000,-40000,60000
2013/12/27,0,502000,-80000,422000
2013/12/30,0,600000,-10000,590000
2013/12/31,0,954000,-1000,953000
2014/01/02,0,875000,-16000,859000
2014/01/03,0,40000,0,40000
2014/01/06,0,969000,-2000,967000
2014/01/07,0,1443000,-1000,1442000
2014/01/08,0,1159000,0,1159000
2014/01/09,0,992000,0,992000
2014/01/10,0,91000,0,91000
2014/01/13,0,733000,0,733000
2014/01/14,0,2157000,-78000,2079000
2014/01/15,0,3850000,-183000,3667000
2014/01/16,0,804000,-136000,668000
2014/01/17,0,108000,0,108000
2014/01/20,0,1063000,0,1063000
2014/01/21,0,1377000,-337000,1040000
2014/01/22,0,408000,-1000,407000
2014/01/23,0,101000,-40000,61000
2014/01/24,0,89000,-266000,-177000
2014/01/27,0,158000,-542000,-384000
2014/02/05,0,531000,-70000,461000
2014/02/06,0,596000,0,596000
2014/02/07,0,472000,-75000,397000
2014/02/10,0,421000,-50000,371000
2014/02/11,0,75000,-70000,5000
2014/02/12,0,231000,0,231000
2014/02/13,0,35000,-219079,-184079
2014/02/14,0,0,0,0
2014/02/17,0,150000,0,150000
2014/02/18,0,30000,-273000,-243000
2014/02/19,0,124000,-561000,-437000
2014/02/20,0,100000,-27000,73000
2014/02/21,0,5000,-95000,-90000
2014/02/24,0,100000,-520000,-420000
2014/02/25,0,55000,-1329000,-1274000
2014/02/26,0,0,-400000,-400000
2014/02/27,0,50000,-958000,-908000
2014/03/03,0,0,-11000,-11000
2014/03/04,0,0,-723000,-723000
2014/03/05,0,0,-576000,-576000
2014/03/06,0,20000,-169000,-149000
2014/03/07,0,0,-362000,-362000
2014/03/10,0,0,-830000,-830000
2014/03/11,0,0,-353000,-353000
2014/03/12,0,0,-823000,-823000
2014/03/13,0,0,-15000,-15000
2014/03/14,0,27000,-1821000,-1794000
2014/03/17,0,100000,-1565000,-1465000
2014/03/18,0,1250000,-1178000,72000
2014/03/19,0,0,-418000,-418000
2014/03/20,0,76000,-461000,-385000
2014/03/21,0,2924000,-3348000,-424000
2014/03/24,0,84000,-513000,-429000
2014/03/25,0,0,-253000,-253000
2014/03/26,0,0,-1128000,-1128000
2014/03/27,0,0,0,0
2014/03/28,0,0,-131000,-131000
2014/03/31,0,440000,-67000,373000
2014/04/01,0,0,-475000,-475000
2014/04/02,0,0,-1198000,-1198000
2014/04/03,0,0,-285000,-285000
2014/04/07,0,0,-1000,-1000
2014/04/08,0,0,0,0
2014/04/09,0,0,0,0
2014/04/10,0,2506,-400000,-397494
2014/04/11,0,0,-100000,-100000
2014/04/14,0,0,0,0
2014/04/15,0,0,0,0
2014/04/16,0,200000,-12000,188000
2014/04/17,0,410000,-1278000,-868000
2014/04/18,0,40000,-135000,-95000
2014/04/21,0,0,-202000,-202000
2014/04/22,0,0,-201000,-201000
2014/04/23,0,300000,-101000,199000
2014/04/24,0,186000,-50000,136000
2014/04/25,0,106000,0,106000
2014/04/28,0,0,-190000,-190000
2014/04/29,0,0,-200000,-200000
2014/04/30,0,1000,-141000,-140000
2014/05/02,0,0,-288000,-288000
2014/05/05,0,0,-5000,-5000
2014/05/06,0,0,0,0
2014/05/07,0,0,0,0
2014/05/08,0,2000,-200000,-198000
2014/05/09,0,100000,-201000,-101000
2014/05/12,0,0,0,0
2014/05/13,0,0,-1000,-1000
2014/05/14,0,0,0,0
2014/05/15,0,0,0,0
2014/05/16,0,13000,-28000,-15000
2014/05/19,0,0,-1000,-1000
2014/05/20,0,0,0,0
2014/05/21,0,0,0,0
2014/05/22,0,0,0,0
2014/05/23,0,0,-655000,-655000
2014/05/26,0,0,-464000,-464000
2014/05/27,0,30000,-94000,-64000
2014/05/28,0,0,-416000,-416000
2014/05/29,0,0,-321000,-321000
2014/05/30,0,0,-1000,-1000
2014/06/03,0,0,0,0
2014/06/04,0,0,0,0
2014/06/05,0,0,0,0
2014/06/06,0,0,0,0
2014/06/09,0,0,0,0
2014/06/10,0,120000,-413000,-293000
2014/06/11,0,360000,-121000,239000
2014/06/12,0,0,-6000,-6000
2014/06/13,0,124000,-6000,118000
2014/06/16,0,0,-238620,-238620
2014/06/17,0,0,-217000,-217000
2014/06/18,0,62000,-50000,12000
2014/06/19,0,0,-250000,-250000
2014/06/20,0,21000,-1000,20000
2014/06/23,0,0,-224000,-224000
2014/06/24,0,0,-791000,-791000
2014/06/25,0,0,-2000,-2000
2014/06/26,0,0,-171000,-171000
2014/06/27,0,31000,0,31000
2014/06/30,0,330000,-12000,318000
2014/07/01,0,240000,0,240000
2014/07/02,0,5602,0,5602
2014/07/03,0,36000,0,36000
2014/07/04,0,36000,0,36000
2014/07/07,0,0,0,0
2014/07/08,0,0,-1000,-1000
2014/07/09,0,0,0,0
2014/07/10,0,0,-1380000,-1380000
2014/07/11,0,0,-1000000,-1000000
2014/07/14,0,0,-47000,-47000
2014/07/15,0,0,-2000,-2000
2014/07/16,0,0,0,0
2014/07/17,0,8000,0,8000
2014/07/18,0,0,0,0
2014/07/21,0,0,0,0
2014/07/22,0,7000,-25000,-18000
2014/07/23,0,0,0,0
2014/07/24,0,2000,0,2000
2014/07/25,0,2000,-780000,-778000
2014/07/28,0,0,-454000,-454000
2014/07/29,0,2000,-28000,-26000
2014/07/30,0,48000,-5000,43000
2014/07/31,0,12000,-55000,-43000
2014/08/01,0,9000,0,9000
2014/08/04,0,0,-480000,-480000
2014/08/05,0,0,0,0
2014/08/06,0,4000,0,4000
2014/08/07,0,22000,0,22000
2014/08/08,0,22000,0,22000
2014/08/11,0,6000,0,6000
2014/08/12,0,43000,0,43000
2014/08/13,0,5000,0,5000
2014/08/14,0,6000,0,6000
2014/08/15,0,3000,-340000,-337000
2014/08/18,0,0,0,0
2014/08/19,0,2000,0,2000
2014/08/20,0,3000,-492000,-489000
2014/08/21,0,1000,-11000,-10000
2014/08/22,0,0,0,0
2014/08/25,0,4000,0,4000
2014/08/26,0,1000,0,1000
2014/08/27,0,0,0,0
2014/08/28,0,10000,0,10000
2014/08/29,0,102000,0,102000
2014/09/01,0,0,0,0
2014/09/02,0,0,0,0
2014/09/03,0,105000,0,105000
2014/09/04,0,6000,0,6000
2014/09/05,0,5000,0,5000
2014/09/09,0,0,-33000,-33000
2014/09/10,0,0,0,0
2014/09/11,0,10000,0,10000
2014/09/12,0,9000,0,9000
2014/09/15,0,1000,0,1000
2014/09/16,0,0,0,0
2014/09/17,0,4000,0,4000
2014/09/18,0,42000,0,42000
2014/09/19,0,690000,-1000,689000
2014/09/22,0,8000,-8792,-792
2014/09/23,0,2000,0,2000
2014/09/24,0,1000,0,1000
2014/09/25,0,0,0,0
2014/09/26,0,0,0,0
2014/09/29,0,0,0,0
2014/09/30,0,11000,0,11000
2014/10/01,0,0,0,0
2014/10/02,0,1000,0,1000
2014/10/03,0,0,0,0
2014/10/06,0,3000,0,3000
2014/10/07,0,1000,-408000,-407000
2014/10/08,0,51000,0,51000
2014/10/09,0,100000,-1000,99000
2014/10/13,0,0,0,0
2014/10/14,0,25000,0,25000
2014/10/15,0,0,0,0
2014/10/16,0,0,0,0
2014/10/17,0,150000,0,150000
2014/10/20,0,0,0,0
2014/10/21,0,0,-1000,-1000
2014/10/22,0,0,0,0
2014/10/23,0,0,-3000,-3000
2014/10/24,0,30000,0,30000
2014/10/27,0,0,0,0
2014/10/28,0,0,0,0
2014/10/29,0,2000,0,2000
2014/10/30,0,0,0,0
2014/10/31,0,0,0,0
2014/11/03,0,30000,-1000,29000
2014/11/04,0,0,0,0
2014/11/05,0,0,0,0
2014/11/06,0,0,0,0
2014/11/07,0,220000,0,220000
2014/11/10,0,103000,0,103000
2014/11/11,0,10000,0,10000
2014/11/12,0,4000,-235000,-231000
2014/11/13,0,0,-130000,-130000
2014/11/14,0,0,0,0
2014/11/17,0,90000,0,90000
2014/11/18,0,122000,0,122000
2014/11/19,0,91000,0,91000
2014/11/20,0,122000,0,122000
2014/11/21,0,3000,0,3000
2014/11/24,0,0,0,0
2014/11/25,0,0,0,0
2014/11/26,0,0,-101000,-101000
2014/11/27,0,0,0,0
2014/11/28,0,0,0,0
2014/12/01,0,0,0,0
2014/12/02,0,0,0,0
2014/12/03,0,639000,0,639000
2014/12/04,0,1440000,0,1440000
2014/12/05,0,0,-27000,-27000
2014/12/08,0,656000,-90000,566000
2014/12/09,0,0,0,0
2014/12/10,0,0,0,0
2014/12/11,0,365,-1490000,-1489635
2014/12/12,0,0,-160000,-160000
2014/12/15,0,0,-10000,-10000
2014/12/16,0,0,-25000,-25000
2014/12/17,0,0,-327000,-327000
2014/12/18,0,0,-148000,-148000
2014/12/19,0,0,-8000,-8000
2014/12/22,0,0,0,0
2014/12/23,0,0,0,0
2014/12/24,0,0,-100000,-100000
2014/12/25,0,0,0,0
2014/12/26,0,0,0,0
2014/12/29,0,0,0,0
2014/12/30,0,0,-100000,-100000
2014/12/31,0,41000,0,41000
2015/01/01,0,0,0,0
2015/01/02,0,0,0,0
2015/01/05,0,0,0,0
2015/01/06,0,0,-100000,-100000
2015/01/07,0,0,0,0
2015/01/08,0,0,0,0
2015/01/09,0,0,-200000,-200000
2015/01/12,0,240000,-200000,40000
2015/01/13,0,350000,-100000,250000
2015/01/14,0,137000,0,137000
2015/01/15,0,0,0,0
2015/01/16,0,0,0,0
2015/01/19,0,0,-51000,-51000
2015/01/20,0,0,-50000,-50000
2015/01/21,0,0,-100000,-100000
2015/01/22,0,103000,-530000,-427000
2015/01/23,0,0,-65000,-65000
2015/01/26,0,0,-100000,-100000
2015/01/27,0,0,-100000,-100000
2015/01/28,0,0,-300000,-300000
2015/01/29,0,0,-100000,-100000
2015/01/30,0,0,-102000,-102000
2015/02/02,0,30000,-100000,-70000
2015/02/03,0,0,-188000,-188000
2015/02/04,0,18000,-500000,-482000
2015/02/05,0,0,0,0
2015/02/06,0,0,0,0
2015/02/09,0,3000,0,3000
2015/02/10,0,0,0,0
2015/02/11,0,0,0,0
2015/02/12,0,0,0,0
2015/02/13,0,0,-103000,-103000
2015/02/16,0,0,0,0
2015/02/17,0,0,0,0
2015/02/18,0,0,0,0
2015/02/19,0,0,0,0
2015/02/20,0,0,0,0
2015/02/23,0,0,0,0
2015/02/24,0,0,0,0
2015/02/25,0,0,-7000,-7000
2015/02/26,0,0,-107000,-107000
2015/02/27,0,0,0,0
2015/03/02,0,0,-144000,-144000
2015/03/03,0,340000,-867000,-527000
2015/03/04,0,0,-679000,-679000
2015/03/05,0,0,-1000,-1000
2015/03/06,0,4000,-292000,-288000
2015/03/09,0,0,-1000,-1000
2015/03/10,0,0,0,0
2015/03/11,0,0,0,0
2015/03/12,0,0,-180,-180
2015/03/13,0,0,0,0
2015/03/16,0,106000,0,106000
2015/03/17,0,0,0,0
2015/03/18,0,0,0,0
2015/03/19,0,0,-289000,-289000
2015/03/20,0,0,-54000,-54000
2015/03/23,0,0,-580000,-580000
2015/03/24,0,0,-1000,-1000
2015/03/25,0,0,-1000,-1000
2015/03/26,0,0,-270000,-270000
2015/03/27,0,0,-24000,-24000
2015/03/30,0,0,0,0
2015/03/31,0,0,-300000,-300000
2015/04/01,0,0,0,0
2015/04/02,0,0,0,0
2015/04/03,0,0,0,0
2015/04/06,0,0,0,0
2015/04/07,0,0,0,0
2015/04/08,0,0,0,0
2015/04/09,0,0,0,0
2015/04/10,0,0,0,0
2015/04/13,0,0,0,0
2015/04/14,0,0,0,0
2015/04/15,0,0,-185000,-185000
2015/04/16,0,0,0,0
2015/04/17,0,0,0,0
2015/04/20,0,0,-1000,-1000
2015/04/21,0,0,0,0
2015/04/22,0,0,0,0
2015/04/23,0,0,0,0
2015/04/24,0,0,-1000,-1000
2015/04/27,0,0,0,0
2015/04/28,0,0,0,0
2015/04/29,0,0,-2000,-2000
2015/04/30,0,0,0,0
2015/05/01,0,0,0,0
2015/05/04,0,0,0,0
2015/05/05,0,0,0,0
2015/05/06,0,0,-416000,-416000
2015/05/07,0,0,0,0
2015/05/08,0,0,0,0
2015/05/11,0,0,0,0
2015/05/12,0,0,0,0
2015/05/13,0,0,-311000,-311000
2015/05/14,0,0,0,0
2015/05/15,0,0,-9000,-9000
2015/05/18,0,0,0,0
2015/05/19,0,0,0,0
2015/05/20,0,0,0,0
2015/05/21,0,0,0,0
2015/05/22,0,0,0,0
2015/05/25,0,0,0,0
2015/05/26,0,0,0,0
2015/05/27,0,0,0,0
2015/05/28,0,0,-1000,-1000
2015/05/29,0,3000,0,3000
2015/06/01,0,0,0,0
2015/06/02,0,0,0,0
2015/06/03,0,50000,0,50000
2015/06/04,0,1407,-1000,407
2015/06/05,0,50000,-6000,44000
2015/06/08,0,200000,0,200000
2015/06/09,0,0,-26000,-26000
2015/06/10,0,0,0,0
2015/06/11,0,0,0,0
2015/06/12,0,0,-2000,-2000
2015/06/15,0,0,0,0
2015/06/16,0,0,0,0
2015/06/17,0,0,0,0
2015/06/18,0,237000,-2000,235000
2015/06/19,0,0,0,0
2015/06/22,0,0,-13000,-13000
2015/06/23,0,0,0,0
2015/06/24,0,0,0,0
2015/06/25,0,100000,0,100000
2015/06/26,0,0,0,0
2015/06/29,0,25000,-1000,24000
2015/06/30,0,180000,0,180000
2015/07/01,0,0,0,0
2015/07/02,0,8000,0,8000
2015/07/03,0,0,0,0
2015/07/06,0,0,0,0
2015/07/07,0,0,0,0
2015/07/08,0,0,0,0
2015/07/09,0,1000,-4000,-3000
2015/07/10,0,0,0,0
2015/07/13,0,0,-24000,-24000
2015/07/14,0,0,0,0
2015/07/15,0,8000,0,8000
2015/07/16,0,0,0,0
2015/07/17,0,35000,0,35000
2015/07/20,0,0,0,0
2015/07/21,0,1000,0,1000
2015/07/22,0,0,0,0
2015/07/23,0,1000,0,1000
2015/07/24,0,29000,0,29000
2015/07/27,0,0,0,0
2015/07/28,0,14000,0,14000
2015/07/29,0,3000,0,3000
2015/07/30,0,3000,-54000,-51000
2015/07/31,0,1000,-53000,-52000
2015/08/03,0,5000,-76000,-71000
2015/08/04,0,2000,0,2000
2015/08/05,0,0,0,0
2015/08/06,0,5000,0,5000
2015/08/07,0,27000,0,27000
2015/08/10,0,2000,0,2000
2015/08/11,0,1000,0,1000
2015/08/12,0,3000,0,3000
2015/08/13,0,4000,0,4000
2015/08/14,0,0,0,0
2015/08/17,0,0,0,0
2015/08/18,0,1000,0,1000
2015/08/19,0,0,0,0
2015/08/20,0,1000,0,1000
2015/08/21,0,3000,0,3000
2015/08/24,0,0,0,0
2015/08/25,0,0,-45,-45
2015/08/26,0,43000,-366000,-323000
2015/08/27,0,0,0,0
2015/08/28,0,2000,0,2000
2015/08/31,0,16000,-8000,8000
2015/09/01,0,36000,-8000,28000
2015/09/02,0,0,0,0
2015/09/03,0,17000,0,17000
2015/09/04,0,0,-3000,-3000
2015/09/07,0,11000,0,11000
2015/09/08,0,4000,0,4000
2015/09/09,0,157000,0,157000
2015/09/10,0,0,0,0
2015/09/11,0,6000,0,6000
2015/09/14,0,2000,0,2000
2015/09/15,0,2000,0,2000
